source,target,model,seed,pr_auc,roc_auc,prevalence,lift,diagonal_protocol,cell_kind,wall_s,peak_rss_gb
cert62,cert52,day_gnn_zero_shot,1,0.39284127810602776,0.9511512692765289,0.001884238281897617,208.48810995942466,full_source,off_diagonal,520.4036950999871,10.535087585449219
cert62,spedia,day_gnn_zero_shot,1,0.595937642999188,0.6980656013456688,0.3203125,1.8604882513145382,full_source,off_diagonal,490.07409910002025,8.75588607788086
cert62,lanl,day_gnn_zero_shot,1,0.0004659184494272793,0.5359092390941621,0.00045158542405410813,1.0317393445618692,full_source,off_diagonal,514.1332282000221,9.618595123291016
spedia,cert42,day_gnn_zero_shot,1,0.004992418369934607,0.5431604058515436,0.0029232687349448633,1.7078205333143175,full_source,off_diagonal,15.817724700027611,7.8224945068359375
spedia,cert52,day_gnn_zero_shot,1,0.007427775460927874,0.6871563200683154,0.001884238281897617,3.9420573991562042,full_source,off_diagonal,37.88144959998317,6.139640808105469
spedia,cert62,day_gnn_zero_shot,1,0.0008675193123710154,0.8902552142591713,3.156361862540441e-05,27.484786287234524,full_source,off_diagonal,37.5371054999996,6.085063934326172
spedia,lanl,day_gnn_zero_shot,1,0.026373475248438687,0.8969663730151951,0.00045158542405410813,58.40196304759089,full_source,off_diagonal,30.319352699967567,5.279560089111328
lanl,cert42,day_gnn_zero_shot,1,0.0018606329184886838,0.2882550161039463,0.0029232687349448633,0.6364905478058205,full_source,off_diagonal,946.1890218000044,6.182502746582031
lanl,cert52,day_gnn_zero_shot,1,0.003049946260022614,0.40679386903037296,0.001884238281897617,1.618662718682805,full_source,off_diagonal,897.66280250001,9.806076049804688
lanl,cert62,day_gnn_zero_shot,1,0.0001289348409984709,0.21219571613393984,3.156361862540441e-05,4.084919493188146,full_source,off_diagonal,972.4032003000029,9.517902374267578
lanl,spedia,day_gnn_zero_shot,1,0.32511636445202124,0.5067984300532661,0.3203125,1.014997430484359,full_source,off_diagonal,798.171379700012,8.009517669677734
cert42,cert52,day_gnn_zero_shot,2,0.5267939960412302,0.9361356584570009,0.001884238281897617,279.57928734506754,full_source,off_diagonal,475.29460189997917,7.479442596435547
cert42,cert62,day_gnn_zero_shot,2,0.3397011947349832,0.8937747340387721,3.156361862540441e-05,10762.428692557134,full_source,off_diagonal,474.2273024999886,7.383491516113281
cert42,spedia,day_gnn_zero_shot,2,0.6042317143679173,0.7778595458368376,0.3203125,1.886381937538864,full_source,off_diagonal,392.969287099957,5.700004577636719
cert42,lanl,day_gnn_zero_shot,2,0.0068316480063748694,0.9234563214001179,0.00045158542405410813,15.128141083571187,full_source,off_diagonal,369.4056947999634,6.274967193603516
cert52,cert42,day_gnn_zero_shot,2,0.8785881306309543,0.9971028436298717,0.0029232687349448633,300.5499015975778,full_source,off_diagonal,1551.6504307000432,7.3371429443359375
cert52,cert62,day_gnn_zero_shot,2,0.1912311819229059,0.9999164662683176,3.156361862540441e-05,6058.594998007955,full_source,off_diagonal,1795.626317700022,10.639785766601562
cert52,spedia,day_gnn_zero_shot,2,0.535625553825868,0.6724488365573311,0.3203125,1.6721968509685634,full_source,off_diagonal,2169.4258980999584,8.963947296142578
cert52,lanl,day_gnn_zero_shot,2,0.002414330076399798,0.861420500926215,0.00045158542405410813,5.346341905204003,full_source,off_diagonal,1819.7999113000114,9.388412475585938
cert62,cert42,day_gnn_zero_shot,2,0.263702997088365,0.8960405676228067,0.0029232687349448633,90.20826376174367,full_source,off_diagonal,1112.0910629999707,6.7451171875
cert62,cert52,day_gnn_zero_shot,2,0.19595623956982405,0.943172142455868,0.001884238281897617,103.99758961084076,full_source,off_diagonal,940.1824325000052,10.184638977050781
cert62,spedia,day_gnn_zero_shot,2,0.45452470120491906,0.6135407905803195,0.3203125,1.419003945225113,full_source,off_diagonal,1244.879327200004,7.909336090087891
cert62,lanl,day_gnn_zero_shot,2,0.0045185133188162955,0.8531241278083405,0.00045158542405410813,10.00588831732287,full_source,off_diagonal,1177.6833835000289,9.554821014404297
spedia,cert42,day_gnn_zero_shot,2,0.09378664416280487,0.9403513819234524,0.0029232687349448633,32.082799313547824,full_source,off_diagonal,20.32501220004633,7.742774963378906
spedia,cert52,day_gnn_zero_shot,2,0.019073558732296846,0.8233911415190855,0.001884238281897617,10.1226893198921,full_source,off_diagonal,56.3600688999868,6.173961639404297
spedia,cert62,day_gnn_zero_shot,2,0.009392664998297441,0.850824725019379,3.156361862540441e-05,297.5788394153776,full_source,off_diagonal,52.48750069999369,5.7227020263671875
spedia,lanl,day_gnn_zero_shot,2,0.02917776004807957,0.9342177663049085,0.00045158542405410813,64.61182866828656,full_source,off_diagonal,39.99010609998368,5.193443298339844
lanl,cert42,day_gnn_zero_shot,2,0.005995788774844225,0.6157364276743038,0.0029232687349448633,2.0510563066509566,full_source,off_diagonal,1232.851233399997,6.078800201416016
lanl,cert52,day_gnn_zero_shot,2,0.002658293559104316,0.5510040776248459,0.001884238281897617,1.4108054085532897,full_source,off_diagonal,1013.8185141999857,9.917800903320312
lanl,cert62,day_gnn_zero_shot,2,2.4036397615793553e-05,0.3284249107158346,3.156361862540441e-05,0.7615222418270993,full_source,off_diagonal,1230.7098323000246,9.515453338623047
lanl,spedia,day_gnn_zero_shot,2,0.6656180797973462,0.7034622932436222,0.3203125,2.0780271759526907,full_source,off_diagonal,1232.6150293999817,5.942523956298828
cert42,cert52,day_gnn_zero_shot,3,0.17514268481018008,0.9776466130902834,0.001884238281897617,92.9514523151466,full_source,off_diagonal,847.5070508000208,7.422885894775391
cert42,cert62,day_gnn_zero_shot,3,0.0007027224833737911,0.9467303672986416,3.156361862540441e-05,22.26368566017951,full_source,off_diagonal,817.4899644000106,7.194664001464844
cert42,spedia,day_gnn_zero_shot,3,0.50330749995335,0.6800182225960191,0.3203125,1.5713014632689952,full_source,off_diagonal,728.1964339999831,5.647468566894531
cert42,lanl,day_gnn_zero_shot,3,0.012331934452922324,0.9437064312554285,0.00045158542405410813,27.308087896665004,full_source,off_diagonal,628.6449753000052,6.299839019775391
cert52,cert42,day_gnn_zero_shot,3,0.8206467206643138,0.9960530734558146,0.0029232687349448633,280.729140928534,full_source,off_diagonal,785.0113782999688,6.824184417724609
cert52,cert62,day_gnn_zero_shot,3,0.061419959251501496,0.999740822881685,3.156361862540441e-05,1945.9099408224,full_source,off_diagonal,1861.1619257000275,10.511871337890625
cert52,spedia,day_gnn_zero_shot,3,0.720210586686315,0.8007429212223156,0.3203125,2.2484623194109346,full_source,off_diagonal,780.1496011000127,8.860820770263672
cert52,lanl,day_gnn_zero_shot,3,0.007564755688057236,0.9171243849736137,0.00045158542405410813,16.751549729273016,full_source,off_diagonal,797.3076892999816,9.875652313232422
cert62,cert42,day_gnn_zero_shot,3,0.41961866547262644,0.9609697362988456,0.0029232687349448633,143.54433461983473,full_source,off_diagonal,646.8111481000087,8.244197845458984
cert62,cert52,day_gnn_zero_shot,3,0.3608849323877382,0.9638410988539465,0.001884238281897617,191.5282880381195,full_source,off_diagonal,674.3217254999909,10.57696533203125
cert62,spedia,day_gnn_zero_shot,3,0.7707966177621978,0.8315110737314271,0.3203125,2.4063894408185686,full_source,off_diagonal,633.2281414000317,8.087913513183594
cert62,lanl,day_gnn_zero_shot,3,0.0019149319510595839,0.7407565405039973,0.00045158542405410813,4.240464481488978,full_source,off_diagonal,664.7286968999542,9.575660705566406
spedia,cert42,day_gnn_zero_shot,3,0.10570334888650262,0.9004227461057388,0.0029232687349448633,36.1592992197128,full_source,off_diagonal,17.241297799977474,8.282474517822266
spedia,cert52,day_gnn_zero_shot,3,0.043124100696794315,0.8253183891230109,0.001884238281897617,22.886755412571294,full_source,off_diagonal,44.05647849995876,6.122646331787109
spedia,cert62,day_gnn_zero_shot,3,0.02978662951115504,0.9930938138832915,3.156361862540441e-05,943.7013501101189,full_source,off_diagonal,45.43609390000347,6.214378356933594
spedia,lanl,day_gnn_zero_shot,3,0.027205789673624532,0.9157090789842766,0.00045158542405410813,60.24505713533567,full_source,off_diagonal,36.29201090004062,5.190620422363281
lanl,cert42,day_gnn_zero_shot,3,0.0025920882281694514,0.38523739919190775,0.0029232687349448633,0.8867088397257262,full_source,off_diagonal,1070.7191737000248,6.114376068115234
lanl,cert52,day_gnn_zero_shot,3,0.027558675472455295,0.561552143152394,0.001884238281897617,14.625897232435456,full_source,off_diagonal,1071.5029409999843,9.684738159179688
lanl,cert62,day_gnn_zero_shot,3,0.0006498493448745178,0.5277393863004094,3.156361862540441e-05,20.588556482921057,full_source,off_diagonal,897.8771648000111,9.657005310058594
lanl,spedia,day_gnn_zero_shot,3,0.46793264036667415,0.6424866834875246,0.3203125,1.4608628772422998,full_source,off_diagonal,833.8595764000202,7.997867584228516
cert42,cert52,day_gnn_zero_shot,4,0.49135961248655646,0.9563166301111402,0.001884238281897617,260.7736066118496,full_source,off_diagonal,1007.6502997000352,7.598751068115234
cert42,cert62,day_gnn_zero_shot,4,0.46474232540179095,0.9598495000464992,3.156361862540441e-05,14723.987478030695,full_source,off_diagonal,1005.8246644000174,7.216423034667969
cert42,spedia,day_gnn_zero_shot,4,0.6554725218902541,0.808242220353238,0.3203125,2.0463532390720127,full_source,off_diagonal,994.4181149999495,5.7093353271484375
cert42,lanl,day_gnn_zero_shot,4,0.01320434751951734,0.9590847381161406,0.00045158542405410813,29.239977236145734,full_source,off_diagonal,620.9554472000455,6.2714385986328125
cert52,cert42,day_gnn_zero_shot,4,0.8548866302722714,0.9952345044139206,0.0029232687349448633,292.4420256177356,full_source,off_diagonal,2137.5768055000226,7.1473846435546875
cert52,cert62,day_gnn_zero_shot,4,0.15694469694780375,0.9998971133768361,3.156361862540441e-05,4972.32902255018,full_source,off_diagonal,1840.2666966000106,10.603324890136719
cert52,spedia,day_gnn_zero_shot,4,0.6984634752037899,0.8255186431174656,0.3203125,2.180568898197198,full_source,off_diagonal,1811.1693465000135,8.969051361083984
cert52,lanl,day_gnn_zero_shot,4,0.004750898167927548,0.8763622014770902,0.00045158542405410813,10.520486080521287,full_source,off_diagonal,1835.9912079999922,10.036285400390625
cert62,cert42,day_gnn_zero_shot,4,0.35211870096208664,0.8969376515794996,0.0029232687349448633,120.4537566980574,full_source,off_diagonal,924.6416948999977,8.319488525390625
cert62,cert52,day_gnn_zero_shot,4,0.3058801993065942,0.9574018564052589,0.001884238281897617,162.33626195012988,full_source,off_diagonal,863.6688491000095,10.357398986816406
cert62,spedia,day_gnn_zero_shot,4,0.4965239097446458,0.6058312307261003,0.3203125,1.55012342554426,full_source,off_diagonal,1110.5337839000276,8.521488189697266
cert62,lanl,day_gnn_zero_shot,4,0.0008125629650681907,0.58650028604386,0.00045158542405410813,1.7993560504531052,full_source,off_diagonal,878.861708100012,9.539997100830078
spedia,cert42,day_gnn_zero_shot,4,0.022791581796878797,0.8984531465277827,0.0029232687349448633,7.7966084761306345,full_source,off_diagonal,17.90684140002122,7.955104827880859
spedia,cert52,day_gnn_zero_shot,4,0.027378520069714963,0.7936158777816281,0.001884238281897617,14.530285438284402,full_source,off_diagonal,43.70757450000383,6.223369598388672
spedia,cert62,day_gnn_zero_shot,4,0.0007413029986878671,0.8270630752960846,3.156361862540441e-05,23.48599530001985,full_source,off_diagonal,45.47068049997324,6.120822906494141
spedia,lanl,day_gnn_zero_shot,4,0.03199107646484493,0.9087866119222008,0.00045158542405410813,70.84169408668029,full_source,off_diagonal,36.083764699986205,5.126312255859375
lanl,cert42,day_gnn_zero_shot,4,0.01398806082279955,0.563614125541346,0.0029232687349448633,4.785075232935567,full_source,off_diagonal,866.4242918000091,6.0602569580078125
lanl,cert52,day_gnn_zero_shot,4,0.008161488483845264,0.7132556007071942,0.001884238281897617,4.331452429480324,full_source,off_diagonal,1213.7262601999682,9.65313720703125
lanl,cert62,day_gnn_zero_shot,4,9.187024941874378e-05,0.6629856744256055,3.156361862540441e-05,2.9106374180050683,full_source,off_diagonal,1137.7273465000326,9.53176498413086
lanl,spedia,day_gnn_zero_shot,4,0.2783768448130099,0.3717409587888983,0.3203125,0.8690789301479334,full_source,off_diagonal,1102.027952799981,7.8509979248046875
cert42,cert42,day_gnn_zero_shot,0,0.9203945153903786,0.993267489837124,0.0024346267075493803,378.0433823946749,user_disjoint,diagonal,478.26557099999627,4.513881683349609
cert52,cert52,day_gnn_zero_shot,0,0.8630044766234763,0.9994437655176002,0.001991658127552714,433.30954478814533,user_disjoint,diagonal,1645.0480892999913,9.003616333007812
cert62,cert62,day_gnn_zero_shot,0,0.011658566516951945,0.9987732553802988,2.1423929577163042e-05,544.1843185192066,user_disjoint,diagonal,651.5263314999756,8.575145721435547
spedia,spedia,day_gnn_zero_shot,0,0.562262365038123,0.7157974300831444,0.35526315789473684,1.582664434922124,user_disjoint,diagonal,4.68387360003544,7.775321960449219
